stem,folders
_D8S2150,2018.6;2018.7
_D8S2158,2018.6;2018.7
_D8S2164,2018.6;2018.7
_D8S2168,2019.1;2024.8
_D8S2170,2018.1;2019.1
_D8S2178,2018.4;2018.6;2018.7;2024.5
_D8S2199,2018.4;2020
_D8S2218,2018.6;2018.7
_D8S2229,2019.1;2020
_D8S2242,2018.4;2019.1
_D8S2278,2019.1;2022
_D8S2285,2019.1;2024.8
_D8S2298,2024.5;2024.8
_D8S2299,2018.6;2018.7;2024.5
_D8S2301,2018.6;2018.7
_D8S2306,2019.1;2024.6;2024.7
_D8S2308,2024.6;2024.7
_D8S2309,2022;2024.6;2024.7
_D8S2311,2024.6;2024.7
_D8S2313,2024.6;2024.7
_D8S2314,2024.6;2024.7
_D8S2317,2018.6;2018.7
_D8S2320,2024.6;2024.7
_D8S2321,2024.6;2024.7
_D8S2324,2018.4;2024.6;2024.7
_D8S2335,2019.1;2022
_D8S2336,2024.6;2024.7
_D8S2345,2018.4;2024.5
_D8S2349,2018.4;2024.6;2024.7
_D8S2351,2024.6;2024.7
_D8S2360,2024.6;2024.7
_D8S2362,2024.6;2024.7
_D8S2374,2018.6;2018.7;2019.1
_D8S2380,2024.6;2024.7
_D8S2383,2024.6;2024.7
_D8S2388,2024.6;2024.7
_D8S2396,2024.6;2024.7
_D8S2401,2018.1;2018.4
_D8S2402,2018.2;2024.6;2024.7
_D8S2408,2019.1;2024.8
_D8S2431,2024.6;2024.7
_D8S2432,2024.6;2024.7
_D8S2434,2022;2024.8
_D8S2443,2024.6;2024.7;2024.8
_D8S2445,2024.5;2024.8
_D8S2446,2018.1;2018.6;2018.7;2022
_D8S2447,2018.6;2018.7
_D8S2449,2018.1;2018.4;2024.8
_D8S2452,2024.5;2024.8
_D8S2462,2018.6;2018.7
_D8S2467,2019.1;2024.8
_D8S2470,2018.6;2018.7;2022
_D8S2484,2024.6;2024.7
_D8S2485,2018.1;2018.4;2019.1
_D8S2487,2022;2024.6;2024.7
_D8S2488,2018.6;2018.7
_D8S2492,2018.1;2024.6;2024.7
_D8S2502,2018.1;2024.8
_D8S2503,2024.6;2024.7
_D8S2509,2019.1;2024.6;2024.7
_D8S2514,2024.6;2024.7
_D8S2518,2018.1;2024.8
_D8S2526,2024.6;2024.7
_D8S2529,2018.1;2024.6
_D8S2532,2018.6;2018.7
_D8S2534,2024.6;2024.7
_D8S2544,2020;2024.6
_D8S2552,2018.1;2024.8
_D8S2555,2024.6;2024.7
_D8S2557,2018.1;2024.8
_D8S2562,2018.6;2018.7;2024.6;2024.7
_D8S2565,2024.6;2024.7
_D8S2566,2018.1;2018.6;2018.7
_D8S2568,2024.6;2024.7
_D8S2569,2024.6;2024.7
_D8S2573,2018.1;2024.6;2024.7;2024.8
_D8S2576,2024.6;2024.7
_D8S2581,2019.1;2024.8
_D8S2582,2018.1;2024.6;2024.7;2024.8
_D8S2583,2022;2024.6;2024.7
_D8S2586,2019.1;2024.8
_D8S2590,2018.6;2018.7
_D8S2598,2018.4;2024.8
_D8S2612,2024.6;2024.7
_D8S2630,2024.6;2024.7
_D8S2637,2019.1;2024.8
_D8S2639,2018.1;2020
_D8S2641,2022;2024.6;2024.7
_D8S2642,2018.1;2019.1;2022
_D8S2646,2018.1;2018.4
_D8S2653,2024.6;2024.7
_D8S2655,2018.6;2018.7;2024.6;2024.7
_D8S2657,2018.6;2018.7
_D8S2664,2024.6;2024.7
_D8S2666,2020;2024.6;2024.7
_D8S2676,2018.4;2024.6;2024.7
_D8S2677,2018.4;2020
_D8S2679,2020;2024.6;2024.7
_D8S2687,2019.1;2020
_D8S2688,2018.4;2020
_D8S2694,2018.4;2020;2024.8
_D8S2695,2022;2024.8
_D8S2698,2024.6;2024.7
_D8S2700,2020;2022
_D8S2702,2019.1;2020;2024.6
_D8S2703,2024.6;2024.8
_D8S2705,2024.6;2024.7
_D8S2706,2020;2024.8
_D8S2708,2019.1;2020;2024.8
_D8S2712,2024.6;2024.8
_D8S2715,2020;2022;2024.8
_D8S2718,2019.1;2020
_D8S2721,2024.6;2024.7
_D8S2723,2024.6;2024.8
_D8S2728,2018.4;2024.6;2024.7
_D8S2741,2020;2024.6;2024.8
_D8S2744,2024.6;2024.7
_D8S2751,2024.6;2024.7
_D8S2755,2020;2024.6;2024.7;2024.8
_D8S2764,2018.4;2024.8
_D8S2767,2024.6;2024.7
_D8S2769,2018.4;2024.6;2024.7
_D8S2769-2,2024.6;2024.7
_D8S2775,2024.6;2024.7;2024.8
_D8S2777,2018.6;2018.7;2024.6;2024.7;2024.8
_D8S2778,2024.6;2024.7;2024.8
_D8S2778-2,2024.6;2024.7
_D8S2790,2018.4;2020
_D8S2795,2024.6;2024.7
_D8S2797,2019.1;2020
_D8S2826,2024.6;2024.7
_D8S2828,2018.1;2020
_D8S2831,2018.1;2020
_D8S2836,2019.1;2024.6
_D8S2838,2024.6;2024.7
_D8S2841,2019.1;2020
_D8S2842,2024.6;2024.7
_D8S2842-2,2024.6;2024.7
_D8S2843,2024.6;2024.7;2024.8
_D8S2853,2024.6;2024.8
_D8S2861,2020;2024.6
_D8S2864,2020;2024.5;2024.8
_D8S2868,2018.1;2020
_D8S2872,2020;2024.6
_D8S2879,2019.1;2020;2024.6
_D8S2880,2024.6;2024.7
_D8S2883,2018.4;2020
_D8S2906,2024.6;2024.7
_D8S2907,2024.5;2024.6;2024.7;2024.8
_D8S2912,2019.1;2024.6;2024.7
_D8S2914,2024.5;2024.8
_D8S2919,2019.2;2021.1
_D8S2922,2021.1;2024.6
_D8S2931,2018.4;2024.5
_D8S2938,2018.6;2018.7;2019.2
_D8S2939,2018.1;2021.1;2024.8
_D8S2942,2024.5;2024.8
_D8S2944,2019.2;2024.5
_D8S2947,2018.1;2018.6;2018.7
_D8S2949,2019.2;2021.1
_D8S2951,2021.1;2024.5
_D8S2953,2021.1;2024.8
_D8S2969,2018.4;2019.2
_D8S2974,2018.6;2018.7
_D8S2976,2024.6;2024.7
_D8S2981,2024.6;2024.7
_D8S2982,2018.4;2019.2;2024.6;2024.7
_D8S2984,2024.6;2024.7
_D8S2985,2024.6;2024.7
_D8S2988,2018.4;2024.5;2024.6;2024.7
_D8S2989,2024.6;2024.7
_D8S2996,2018.1;2019.2
_D8S3007,2018.1;2018.4
_D8S3015,2018.1;2024.8
_D8S3016,2024.6;2024.7
_D8S3017,2024.5;2024.8
_D8S3018,2024.6;2024.7
_D8S3019,2024.6;2024.7
_D8S3020,2024.5;2024.6;2024.7
_D8S3028,2018.1;2018.4
_D8S3033,2018.4;2024.8
_D8S3035,2024.5;2024.6;2024.7
_D8S3044,2018.2;2024.8
_D8S3049,2024.6;2024.7
_D8S3054,2024.6;2024.7
_D8S3055,2024.6;2024.7
_D8S3057,2024.6;2024.7
_D8S3058,2024.6;2024.7
_D8S3081,2018.1;2024.5
_D8S3083,2024.6;2024.7
_D8S3091,2018.1;2024.8
_D8S3097,2018.4;2024.8
_D8S3104,2024.6;2024.8
_D8S3110,2024.6;2024.7
_D8S3141,2024.7;2024.8
_D8S3146,2024.5;2024.7
_D8S3150,2021.1;2024.8
_D8S3153,2024.6;2024.7
_D8S3161,2021.1;2024.7
_D8S3165,2018.4;2024.5
_D8S3173,2018.4;2024.5
_D8S3176,2024.5;2024.6
_D8S3183,2019.2;2024.7
_D8S3189,2018.4;2024.5
_D8S3200,2024.6;2024.8
_D8S3203,2024.5;2024.6;2024.7
_D8S3206,2018.1;2024.8
_D8S3208,2024.6;2024.7
_D8S3209,2024.5;2024.6;2024.8
_D8S3212,2018.4;2024.7
_D8S3215,2021.1;2024.7
_D8S3218,2024.7;2024.8
_D8S3219,2024.7;2024.8
_D8S3225,2018.4;2024.6
_D8S3229,2024.6;2024.7
_D8S3231,2018.4;2024.6;2024.7
_D8S3235,2024.6;2024.7
_D8S3236,2024.7;2024.8
_D8S3241,2021.1;2024.6
_D8S3263,2021.1;2024.7;2024.8
_D8S3278,2018.1;2024.5
_D8S3279,2024.5;2024.8
_D8S3291,2024.7;2024.8
_D8S3292,2024.7;2024.8
_D8S3293,2024.6;2024.7
_D8S3294,2021.1;2024.7
_D8S3298,2018.4;2021.1;2024.7
_D8S3302,2024.5;2024.8
_D8S3326,2021.1;2024.5
_D8S3344,2021.1;2024.5;2024.6
_D8S3348,2019.2;2021.1;2024.5
_D8S3354,2021.1;2024.7
_D8S3380,2018.4;2024.7
_D8S3382,2024.5;2024.6
_D8S3387,2018.4;2021.1;2024.6
_D8S3431,2019.2;2024.5
_D8S3435,2021.1;2024.6;2024.7
_D8S3457,2018.4;2019.2
_D8S3469,2019.2;2021.1;2024.5;2024.7
_D8S3496,2024.5;2024.7
_D8S3497,2021.1;2024.5
_D8S3521,2021.1;2024.8
_D8S3522,2021.1;2024.5
_D8S3539,2024.5;2024.7
_D8S3542,2021.1;2024.5;2024.6
_D8S3549,2021.1;2024.6
_D8S3554,2018.4;2024.5
_D8S3559,2018.4;2021.1;2024.8
_D8S3565,2018.2;2024.5
_D8S3575,2018.2;2024.7
_D8S3585,2018.4;2024.7
_D8S3628,2018.4;2024.6;2024.7
_D8S3659,2024.6;2024.7
_D8S3677,2024.5;2024.7
_D8S3690,2018.4;2024.5
_D8S3701,2018.4;2024.7
_D8S3713,2018.2;2024.5
_D8S3721,2021.1;2024.7
_D8S3729,2018.2;2021.1
_D8S3735,2021.1;2024.7
_D8S3741,2018.6;2018.7
_D8S3743,2018.6;2018.7
_D8S3748,2018.5;2024.5
_D8S3758,2018.1;2021.1
_D8S3759,2024.5;2024.8
_D8S3760,2018.1;2018.5
_D8S3761,2021.1;2024.8
_D8S3770,2018.5;2021.1
_D8S3789,2018.1;2019.2
_D8S3794,2024.7;2024.8
_D8S3795,2024.7;2024.8
_D8S3796,2018.5;2024.6
_D8S3798,2018.1;2019.2;2024.6
_D8S3799,2018.5;2019.2
_D8S3805,2018.5;2024.5;2024.6;2024.7
_D8S3811,2024.5;2024.7
_D8S3815,2024.5;2024.6
_D8S3818,2018.5;2021.1
_D8S3830,2018.5;2021.1
_D8S3835,2018.5;2024.6
_D8S3841,2018.5;2024.6
_D8S3847,2018.1;2018.5;2021.1
_D8S3848,2018.1;2018.5;2018.6;2018.7
_D8S3849,2018.5;2024.7
_D8S3852,2018.5;2024.5
_D8S3855,2018.5;2021.1
_D8S3864,2018.5;2021.1
_D8S3866,2018.6;2018.7
_D8S3867,2021.1;2024.5
_D8S3874,2019.3;2021.1
_D8S3875,2018.5;2019.3;2021.1
_D8S3884,2018.5;2019.2;2019.3
_D8S3886,2018.5;2021.1;2024.5
_D8S3889,2018.5;2024.5
_D8S3891,2018.5;2019.2;2019.3;2021.1
_D8S3892,2024.6;2024.7
_D8S3894,2018.1;2018.5
_D8S3896,2018.5;2021.1;2024.5
_D8S3897,2021.1;2024.6
_D8S3902,2018.5;2021.1
_D8S3903,2018.6;2018.7
_D8S3905,2018.5;2019.2;2019.3
_D8S3907,2018.5;2021.1
_D8S3923,2019.2;2019.3
_D8S3926,2018.6;2018.7
_D8S3931,2018.5;2019.2;2019.3
_D8S3933,2018.5;2021.1
_D8S3938,2019.2;2019.3;2021.1
_D8S3949,2018.2;2018.5
_D8S3952,2024.5;2024.6
_D8S3954,2019.2;2019.3;2024.5;2024.6
_D8S3959,2018.6;2018.7;2019.2;2019.3
_D8S3962,2018.6;2018.7;2024.7;2024.8
_D8S3963,2024.6;2024.8
_D8S3966,2018.6;2018.7;2024.6
_D8S3975,2018.5;2018.6;2018.7
_D8S3976,2019.2;2019.3;2021.1
_D8S3979,2021.1;2024.5
_D8S3980,2021.1;2024.7
_D8S3984,2018.1;2024.8
_D8S3991,2018.6;2018.7
_D8S3994,2018.6;2018.7
_D8S4004,2019.2;2019.3
_D8S4006,2018.1;2018.5
_D8S4008,2018.5;2024.6
_D8S4009,2018.1;2018.5;2021.1
_D8S4013,2018.5;2019.2;2019.3
_D8S4019,2019.2;2019.3
_D8S4029,2019.2;2019.3
_D8S4036,2018.5;2019.2;2019.3
_D8S4041,2018.5;2024.6
_D8S4042,2018.5;2024.6;2024.7
_D8S4051,2019.2;2019.3
_D8S4060,2018.6;2018.7
_D8S4065,2018.5;2018.6;2018.7
_D8S4067,2019.2;2019.3;2024.5
_D8S4068,2018.5;2024.5
_D8S4071,2018.5;2019.2;2019.3
_D8S4074,2018.5;2024.6
_D8S4075,2018.6;2018.7
_D8S4076,2019.2;2019.3
_D8S4082,2018.1;2018.5
_D8S4083,2018.5;2018.6;2018.7;2019.2;2019.3
_D8S4085,2018.5;2021.1
_D8S4087,2018.6;2018.7
_D8S4088,2018.5;2019.2;2019.3
_D8S4096,2019.2;2019.3
_D8S4097,2018.5;2019.2;2019.3
_D8S4098,2019.2;2019.3
_D8S4101,2019.2;2019.3
_D8S4105,2018.5;2018.6;2018.7
_D8S4107,2018.5;2021.1
_D8S4108,2018.1;2018.6;2018.7
_D8S4118,2018.6;2018.7
_D8S4124,2018.5;2019.2;2019.3;2024.5
_D8S4125,2018.5;2024.5
_D8S4126,2018.5;2024.5
_D8S4127,2018.1;2024.5
_D8S4128,2018.5;2018.6;2018.7;2024.5
_D8S4133,2018.1;2024.7
_D8S4148,2018.1;2018.2;2021.1
_D8S4150,2018.6;2018.7;2024.5
_D8S4152,2018.2;2018.5
_D8S4165,2018.5;2024.6
_D8S4167,2018.5;2024.6;2024.7
_D8S4168,2018.6;2018.7;2024.7
_D8S4169,2018.2;2018.5;2024.7
_D8S4170,2019.2;2019.3;2024.6
_D8S4172,2018.5;2018.6;2018.7;2024.6
_D8S4174,2018.5;2024.6
_D8S4175,2018.5;2021.1
_D8S4176,2021.1;2024.6
_D8S4177,2018.5;2021.1
_D8S4178,2018.5;2021.1
_D8S4179,2018.5;2021.1
_D8S4180,2018.5;2019.2;2019.3;2024.7
_D8S4182,2019.2;2019.3;2024.6
_D8S4184,2018.5;2021.1
_D8S4193,2018.5;2019.2;2019.3
_D8S4199,2021.1;2024.6
_D8S4200,2018.5;2019.2;2019.3
_D8S4201,2018.5;2021.1
_D8S4202,2018.5;2021.1;2024.6
_D8S4205,2018.5;2018.6;2018.7;2021.1
_D8S4216,2018.6;2018.7;2021.1
_D8S4217,2019.2;2019.3;2021.1
_D8S4218,2018.5;2021.1
_D8S4219,2018.5;2024.8
_D8S4222,2018.5;2024.8
_D8S4225,2021.1;2024.5;2024.6
_D8S4226,2018.5;2024.5
_D8S4227,2018.5;2019.2;2019.3;2024.6
_D8S4229,2019.2;2019.3;2021.1
_D8S4231,2018.5;2021.1
_D8S4233,2018.5;2024.7
_D8S4234,2018.5;2024.5
_D8S4242,2018.5;2021.1
_D8S4243,2018.6;2018.7
_D8S4244,2018.5;2024.6
_D8S4250,2018.5;2024.6;2024.7
_D8S4252,2018.5;2021.1
_D8S4253,2018.5;2019.2;2019.3;2021.1
_D8S4254,2018.6;2018.7;2024.7
_D8S4255,2018.5;2024.6;2024.7
_D8S4260,2018.6;2018.7
_D8S4263,2021.1;2024.6
_D8S4272,2018.5;2021.1
_D8S4274,2018.5;2024.6
_D8S4276,2018.5;2021.1
_D8S4283,2018.5;2019.2;2019.3;2024.8
_D8S4284,2021.1;2024.5
_D8S4285,2018.5;2018.6;2018.7
_D8S4288,2018.5;2019.2;2019.3
_D8S4289,2018.6;2018.7;2021.1
_D8S4290,2018.6;2018.7
_D8S4294,2018.5;2024.7
_D8S4295,2018.6;2018.7
_D8S4303,2019.2;2019.3
_D8S4306,2018.5;2021.1
_D8S4308,2018.1;2021.1
_D8S4309,2018.5;2024.7
_D8S4312,2021.1;2024.7
_D8S4313,2024.7;2024.8
_D8S4314,2018.2;2018.5;2024.5
_D8S4315,2021.1;2024.5
_D8S4316,2018.5;2021.1
_D8S4317,2018.5;2021.1
_D8S4319,2019.2;2019.3;2024.7
_D8S4331,2018.5;2024.6
_D8S4332,2018.5;2024.5
_D8S4333,2019.2;2019.3;2024.7
_D8S4335,2018.5;2019.2;2019.3;2021.1
_D8S4336,2018.5;2024.6
_D8S4337,2018.1;2018.5
_D8S4343,2019.2;2019.3
_D8S4346,2018.5;2021.1;2024.8
_D8S4347,2018.5;2024.8
_D8S4348,2018.5;2019.2;2019.3;2024.8
_D8S4352,2018.5;2024.6
_D8S4355,2018.5;2024.6
_D8S4357,2021.2;2024.6
_D8S4358,2019.2;2019.3
_D8S4369,2018.5;2024.7
_D8S4378,2018.1;2019.2;2019.3
_D8S4380,2018.6;2018.7
_D8S4382,2018.1;2024.7
_D8S4384,2018.6;2018.7;2019.2;2019.3
_D8S4385,2018.1;2018.5;2018.6;2018.7;2024.6
_D8S4387,2018.1;2018.6;2018.7
_D8S4389,2018.1;2018.5
_D8S4390,2018.5;2018.6;2018.7
_D8S4391,2018.1;2018.5
_D8S4393,2018.6;2018.7;2024.5
_D8S4394,2019.2;2019.3
_D8S4396,2018.5;2018.6;2018.7
_D8S4397,2018.5;2018.6;2018.7
_D8S4398,2019.2;2019.3;2024.5
_D8S4400,2018.5;2018.6;2018.7
_D8S4401,2018.5;2018.6;2018.7
_D8S4402,2018.5;2018.6;2018.7
_D8S4404,2018.6;2018.7;2024.6
_D8S4407,2018.6;2018.7;2024.6
_D8S4408,2018.6;2018.7;2024.6
_D8S4409,2021.2;2024.7
_D8S4410,2018.5;2018.6;2018.7;2019.2;2019.3
_D8S4411,2018.6;2018.7
_D8S4413,2018.5;2021.2
_D8S4414,2019.2;2019.3
_D8S4415,2018.5;2024.6
_D8S4417,2021.2;2024.7
_D8S4418,2018.5;2018.6;2018.7
_D8S4419,2018.6;2018.7;2021.2;2024.5
_D8S4420,2018.5;2019.2;2019.3;2021.2
_D8S4421,2018.5;2021.2
_D8S4422,2018.5;2018.6;2018.7
_D8S4425,2018.6;2018.7
_D8S4426,2018.5;2024.7
_D8S4427,2018.5;2018.6;2018.7
_D8S4428,2018.5;2021.2
_D8S4429,2018.5;2024.7
_D8S4431,2018.5;2024.6
_D8S4434,2019.2;2019.3;2024.7
_D8S4435,2018.5;2024.5
_D8S4439,2018.5;2018.6;2018.7;2021.2
_D8S4440,2018.6;2018.7
_D8S4442,2018.1;2018.5;2018.6;2018.7;2024.7
_D8S4443,2018.5;2018.6;2018.7;2024.6
_D8S4444,2018.5;2024.6;2024.8
_D8S4445,2018.6;2018.7
_D8S4453,2019.2;2019.3;2024.6
_D8S4458,2018.5;2019.2;2019.3
_D8S4460,2018.5;2021.2
_D8S4466,2021.2;2024.7
_D8S4468,2018.5;2018.6;2018.7;2024.7
_D8S4470,2024.7;2024.8
_D8S4471,2018.5;2024.8
_D8S4473,2018.1;2018.5
_D8S4475,2019.2;2019.3;2021.2
_D8S4484,2018.6;2018.7
_D8S4486,2019.2;2019.3
_D8S4490,2018.6;2018.7;2021.2
_D8S4492,2019.2;2019.3;2021.2
_D8S4493,2018.1;2024.6
_D8S4499,2018.6;2018.7
_D8S4500,2018.6;2018.7
_D8S4501,2021.2;2024.7;2024.8
_D8S4502,2021.2;2024.8
_D8S4503,2018.1;2024.7
_D8S4508,2018.6;2018.7
_D8S4509,2018.1;2024.8
_D8S4511,2018.5;2024.5
_D8S4515,2018.6;2018.7;2024.5
_D8S4516,2018.5;2024.6
_D8S4517,2018.6;2018.7
_D8S4522,2021.2;2024.5;2024.7
_D8S4524,2019.2;2019.3
_D8S4533,2021.2;2024.6
_D8S4534,2021.2;2024.6
_D8S4535,2018.5;2018.6;2018.7;2021.2
_D8S4539,2019.2;2019.3;2021.2
_D8S4542,2018.6;2018.7;2024.5
_D8S4544,2021.2;2024.6
_D8S4547,2021.2;2024.5
_D8S4553,2018.6;2018.7
_D8S4554,2018.5;2021.2
_D8S4558,2018.6;2018.7
_D8S4560,2018.6;2018.7;2024.8
_D8S4563,2018.6;2018.7
_D8S4567,2018.5;2018.6;2018.7;2024.8
_D8S4568,2018.5;2018.6;2018.7;2021.2
_D8S4569,2018.5;2021.2
_D8S4570,2021.2;2024.5
_D8S4572,2019.2;2019.3
_D8S4575,2018.5;2024.6
_D8S4579,2018.5;2019.2;2019.3
_D8S4585,2018.6;2018.7
_D8S4589,2019.2;2019.3
_D8S4594,2024.6;2024.8
_D8S4598,2018.6;2018.7
_D8S4600,2018.6;2018.7;2024.6
_D8S4607,2018.6;2018.7;2024.6
_D8S4609,2018.5;2018.6;2018.7
_D8S4612,2018.6;2018.7
_D8S4618,2018.5;2018.6;2018.7
_D8S4625,2018.5;2018.6;2018.7
_D8S4626,2019.2;2019.3
_D8S4631,2018.6;2018.7
_D8S4633,2018.5;2019.2;2019.3
_D8S4635,2018.6;2018.7;2021.2;2024.8
_D8S4636,2018.5;2024.6
_D8S4637,2018.5;2019.2;2019.3;2024.8
_D8S4638,2018.5;2019.2;2019.3
_D8S4643,2019.2;2019.3;2024.8
_D8S4644,2018.1;2018.5
_D8S4646,2018.5;2024.8
_D8S4650,2018.6;2018.7;2024.5
_D8S4651,2019.2;2019.3
_D8S4657,2018.5;2018.6;2018.7
_D8S4659,2019.2;2019.3
_D8S4662,2018.6;2018.7
_D8S4663,2018.6;2018.7
_D8S4671,2019.2;2019.3;2024.5
_D8S4673,2019.2;2019.3;2021.2
_D8S4675,2018.6;2018.7;2021.2
_D8S4681,2018.6;2018.7;2021.2
_D8S4682,2018.6;2018.7;2021.2
_D8S4685,2018.5;2018.6;2018.7
_D8S4690,2018.6;2018.7;2021.2
_D8S4697,2018.5;2018.6;2018.7;2019.2;2019.3;2021.2
_D8S4707,2018.5;2018.6;2018.7
_D8S4709,2018.5;2019.2;2019.3
_D8S4710,2018.5;2018.6;2018.7
_D8S4711,2018.5;2024.6
_D8S4712,2018.5;2024.6
_D8S4715,2019.2;2019.3
_D8S4721,2018.5;2021.2
_D8S4724,2018.5;2024.6
_D8S4729,2018.5;2019.2;2019.3
_D8S4731,2019.2;2019.3
_D8S4733,2018.5;2024.6
_D8S4736,2018.5;2024.6
_D8S4748,2018.5;2021.2
_D8S4752,2018.5;2024.5
_D8S4759,2018.5;2024.6
_D8S4762,2018.5;2024.6
_D8S4763,2018.1;2018.5
_D8S4770,2018.5;2024.5
_D8S4797,2018.5;2021.2
_D8S4803,2018.2;2024.5
_D8S4809,2019.2;2019.3
_D8S4815,2019.2;2019.3
_D8S4820,2018.6;2018.7;2021.2
_D8S4823,2018.6;2018.7
_D8S4828,2018.6;2018.7
_D8S4834,2018.6;2018.7
_D8S4835,2018.6;2018.7
_D8S4838,2018.6;2018.7
_D8S4839,2018.5;2021.2
_D8S4844,2018.5;2021.2
_D8S4849,2018.5;2021.2
_D8S4850,2018.5;2021.2
_D8S4858,2018.2;2018.5
_D8S4861,2019.2;2019.3;2021.2
_D8S4866,2018.5;2024.5
_D8S4873,2019.2;2019.3
_D8S4877,2019.2;2019.3;2024.6
_D8S4878,2019.2;2019.3;2024.6
_D8S4879,2019.2;2019.3
_D8S4882,2019.2;2019.3
_D8S4889,2019.2;2019.3
_D8S4900,2019.2;2019.3
_D8S4912,2018.5;2019.2;2019.3
_D8S4926,2019.2;2019.3
_D8S4927,2019.2;2019.3;2024.6
_D8S4928,2021.2;2024.6
_D8S4940,2018.5;2024.6
_D8S4952,2021.2;2024.6
_D8S4959,2019.2;2019.3
_D8S4960,2021.2;2024.5
_D8S4968,2021.2;2024.6
_D8S4969,2019.2;2019.3
_D8S4979,2019.2;2019.3
_D8S4984,2019.2;2019.3
_D8S4985,2018.5;2021.2
_D8S4986,2018.5;2021.2
_D8S4990,2018.5;2021.2
_D8S4997,2021.2;2024.6
_D8S5003,2018.5;2024.5
_D8S5021,2021.2;2024.5
_D8S5032,2019.2;2019.3;2021.2
_D8S5037,2021.2;2024.6
_D8S5039,2018.5;2021.2
_D8S5040,2018.5;2024.6
_D8S5041,2018.5;2021.2
_D8S5044,2018.5;2019.2;2019.3
_D8S5046,2018.5;2021.2;2024.5
_D8S5048,2019.2;2019.3;2021.2;2024.6
_D8S5050,2021.2;2024.6
_D8S5051,2021.2;2024.6
_D8S5053,2018.5;2021.2
_D8S5054,2018.5;2024.5;2024.6
_D8S5056,2019.2;2019.3;2021.2
_D8S5060,2018.5;2021.2
_D8S5071,2021.2;2024.6
_D8S5073,2018.5;2024.6
_D8S5075,2018.5;2021.2
_D8S5081,2018.5;2024.6
_D8S5092,2018.5;2019.2;2019.3
_D8S5112,2019.2;2019.3;2021.2
_D8S5113,2018.5;2021.2
_D8S5114,2021.2;2024.6
_D8S5130,2021.2;2024.6
_D8S5142,2021.2;2024.5
_D8S5143,2018.5;2024.5;2024.6
_D8S5144,2019.2;2019.3
_D8S5147,2018.5;2021.2;2024.6
_D8S5148,2021.2;2024.6
_D8S5149,2018.5;2021.2
_D8S5153,2021.2;2024.6
_D8S5157,2019.2;2019.3
_D8S5159,2021.2;2024.6
_D8S5162,2019.2;2019.3;2021.2
_D8S5167,2018.5;2024.6
_D8S5172,2021.2;2024.6
_D8S5174,2019.2;2019.3;2024.6
_D8S5175,2019.2;2019.3;2024.6
_D8S5177,2019.2;2019.3;2024.6
_D8S5178,2018.5;2024.6
_D8S5181,2019.2;2019.3
_D8S5184,2019.2;2019.3;2024.6
_D8S5186,2021.2;2024.6
_D8S5189,2019.2;2019.3;2024.6
_D8S5193,2018.5;2021.2;2024.6
_D8S5194,2019.2;2019.3
_D8S5196,2021.2;2024.6
_D8S5199,2019.2;2019.3
_D8S5201,2019.2;2019.3;2021.2
_D8S5203,2019.2;2019.3
_D8S5208,2019.2;2019.3;2021.2
_D8S5209,2019.2;2019.3
_D8S5215,2019.2;2019.3
_D8S5216,2019.2;2019.3
_D8S5230,2019.2;2019.3;2024.6
_D8S5241,2019.2;2019.3
_D8S5243,2018.5;2021.2
_D8S5244,2018.5;2021.2
_D8S5262,2019.2;2019.3
_D8S5268,2019.2;2019.3
_D8S5271,2019.2;2019.3
_D8S5279,2019.2;2019.3
_D8S5281,2018.5;2021.2
_D8S5284,2021.2;2024.6
_D8S5287,2018.5;2019.2;2019.3
_D8S5292,2018.5;2019.2;2019.3
_D8S5293,2018.5;2021.2
_D8S5299,2019.2;2019.3;2021.2
_D8S5304,2021.2;2024.6
_D8S5329,2018.5;2019.2;2019.3
_D8S5330,2018.5;2021.2
_D8S5332,2019.2;2019.3
_D8S5337,2018.5;2021.2
_D8S5338,2018.5;2019.2;2019.3
_D8S5340,2018.5;2021.2;2024.6
_D8S5343,2018.5;2021.2
_D8S5347,2019.2;2019.3
_D8S5352,2018.6;2018.7;2021.2
_D8S5353,2018.6;2018.7
_D8S5354,2021.2;2024.5
_D8S5357,2019.2;2019.3;2021.2
_D8S5358,2018.5;2021.2;2024.6
_D8S5361,2018.6;2018.7
_D8S5362,2018.5;2021.2
_D8S5363,2018.5;2018.6;2018.7
_D8S5364,2018.6;2018.7;2019.2;2019.3
_D8S5366,2018.5;2021.2
_D8S5369,2018.5;2021.2
_D8S5384,2019.2;2019.3;2021.2
_D8S5386,2019.2;2019.3;2024.6
_D8S5393,2019.2;2019.3;2021.2
_D8S5394,2019.2;2019.3
_D8S5396,2019.2;2019.3
_D8S5407,2018.1;2024.6
_D8S5411,2019.2;2019.3
_D8S5412,2019.2;2019.3;2021.2
_D8S5414,2018.6;2018.7
_D8S5422,2019.2;2019.3;2024.5
_D8S5423,2019.2;2019.3
_D8S5426,2018.5;2019.2;2019.3;2024.5
_D8S5428,2019.2;2019.3;2024.5
_D8S5431,2018.6;2018.7
_D8S5433,2018.6;2018.7
_D8S5438,2019.2;2019.3
_D8S5442,2018.6;2018.7
_D8S5443,2019.2;2019.3;2024.5
_D8S5445,2018.6;2018.7
_D8S5446,2019.2;2019.3
_D8S5450,2018.6;2018.7
_D8S5452,2019.2;2019.3
_D8S5460,2018.5;2024.5
_D8S5469,2021.2;2024.5
_D8S5475,2021.2;2024.6
