jpg_resolves_now,reason,year,half_year,trip,stem,verdict,jpg_path,xmp_path
True,no keywords + missing JPEG in CSV,2020,2020,2020-10-21 铜鉴湖,_D5D6776,ok,data/jpg/2020/_D5D6776.jpg,data/xmp/result-2020/raw/2020/2020-10-21 铜鉴湖/_D5D6776.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-10-21 铜鉴湖,_V9A6568,ok,data/jpg/2020/_V9A6568.jpg,data/xmp/result-2020/raw/2020/2020-10-21 铜鉴湖/_V9A6568.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-10-21 铜鉴湖,_V9A6814,ok,data/jpg/2020/_V9A6814.jpg,data/xmp/result-2020/raw/2020/2020-10-21 铜鉴湖/_V9A6814.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8140,ok,data/jpg/2020/_D5D8140.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8140.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8148,ok,data/jpg/2020/_D5D8148.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8148.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8164,ok,data/jpg/2020/_D5D8164.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8164.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8216,ok,data/jpg/2020/_D5D8216.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8216.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8295,ok,data/jpg/2020/_D5D8295.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8295.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8298,ok,data/jpg/2020/_D5D8298.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8298.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8334,ok,data/jpg/2020/_D5D8334.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8334.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8365,ok,data/jpg/2020/_D5D8365.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8365.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8369,ok,data/jpg/2020/_D5D8369.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8369.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8379,ok,data/jpg/2020/_D5D8379.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8379.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8384,ok,data/jpg/2020/_D5D8384.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8384.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8394,ok,data/jpg/2020/_D5D8394.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8394.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8416,ok,data/jpg/2020/_D5D8416.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8416.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8424,ok,data/jpg/2020/_D5D8424.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8424.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8442,ok,data/jpg/2020/_D5D8442.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8442.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8445,ok,data/jpg/2020/_D5D8445.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8445.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8459,ok,data/jpg/2020/_D5D8459.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8459.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8464,ok,data/jpg/2020/_D5D8464.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8464.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8475,ok,data/jpg/2020/_D5D8475.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8475.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11 福州.鸟,_D5D8506,ok,data/jpg/2020/_D5D8506.jpg,data/xmp/result-2020/raw/2020/2020-11 福州.鸟/_D5D8506.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_D5D6958,ok,data/jpg/2020/_D5D6958.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_D5D6958.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7144,ok,data/jpg/2020/_V9A7144.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7144.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7154,ok,data/jpg/2020/_V9A7154.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7154.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7162,ok,data/jpg/2020/_V9A7162.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7162.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7179,ok,data/jpg/2020/_V9A7179.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7179.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7221,ok,data/jpg/2020/_V9A7221.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7221.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-03 铜鉴湖,_V9A7242,ok,data/jpg/2020/_V9A7242.jpg,data/xmp/result-2020/raw/2020/2020-11-03 铜鉴湖/_V9A7242.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_D8S1828,ok,data/jpg/2020/_D8S1828.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_D8S1828.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_D8S1830,ok,data/jpg/2020/_D8S1830.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_D8S1830.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7245,ok,data/jpg/2020/_V9A7245.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7245.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7248,ok,data/jpg/2020/_V9A7248.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7248.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7250,ok,data/jpg/2020/_V9A7250.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7250.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7254,ok,data/jpg/2020/_V9A7254.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7254.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7256,ok,data/jpg/2020/_V9A7256.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7256.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7262,ok,data/jpg/2020/_V9A7262.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7262.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7270,ok,data/jpg/2020/_V9A7270.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7270.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7274,ok,data/jpg/2020/_V9A7274.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7274.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7280,ok,data/jpg/2020/_V9A7280.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7280.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-04 铜鉴湖,_V9A7282,ok,data/jpg/2020/_V9A7282.jpg,data/xmp/result-2020/raw/2020/2020-11-04 铜鉴湖/_V9A7282.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_D5D6977,ok,data/jpg/2020/_D5D6977.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_D5D6977.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_D5D6986,ok,data/jpg/2020/_D5D6986.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_D5D6986.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_D5D6991,ok,data/jpg/2020/_D5D6991.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_D5D6991.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_V9A7310,ok,data/jpg/2020/_V9A7310.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_V9A7310.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_V9A7312,ok,data/jpg/2020/_V9A7312.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_V9A7312.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_V9A7329,ok,data/jpg/2020/_V9A7329.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_V9A7329.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-07 径山竹茶院,_V9A7338,ok,data/jpg/2020/_V9A7338.jpg,data/xmp/result-2020/raw/2020/2020-11-07 径山竹茶院/_V9A7338.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-10 泰顺,_D8S1882,ok,data/jpg/2020/_D8S1882.jpg,data/xmp/result-2020/raw/2020/2020-11-10 泰顺/_D8S1882.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-10 泰顺,_D8S1886,ok,data/jpg/2020/_D8S1886.jpg,data/xmp/result-2020/raw/2020/2020-11-10 泰顺/_D8S1886.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-10 泰顺,_D8S1888,ok,data/jpg/2020/_D8S1888.jpg,data/xmp/result-2020/raw/2020/2020-11-10 泰顺/_D8S1888.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7367,ok,data/jpg/2020/_V9A7367.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7367.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7370,ok,data/jpg/2020/_V9A7370.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7370.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7372,ok,data/jpg/2020/_V9A7372.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7372.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7377,ok,data/jpg/2020/_V9A7377.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7377.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7382,ok,data/jpg/2020/_V9A7382.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7382.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7386,ok,data/jpg/2020/_V9A7386.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7386.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7401,ok,data/jpg/2020/_V9A7401.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7401.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7410,ok,data/jpg/2020/_V9A7410.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7410.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7424,ok,data/jpg/2020/_V9A7424.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7424.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7438,ok,data/jpg/2020/_V9A7438.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7438.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7440,ok,data/jpg/2020/_V9A7440.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7440.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7444,ok,data/jpg/2020/_V9A7444.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7444.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7459,ok,data/jpg/2020/_V9A7459.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7459.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7472,ok,data/jpg/2020/_V9A7472.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7472.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7516,ok,data/jpg/2020/_V9A7516.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7516.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7526,ok,data/jpg/2020/_V9A7526.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7526.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7567,ok,data/jpg/2020/_V9A7567.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7567.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7571,ok,data/jpg/2020/_V9A7571.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7571.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-11 泰顺,_V9A7574,ok,data/jpg/2020/_V9A7574.jpg,data/xmp/result-2020/raw/2020/2020-11-11 泰顺/_V9A7574.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_D8S1960,ok,data/jpg/2020/_D8S1960.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_D8S1960.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_D8S2006,ok,data/jpg/2020/_D8S2006.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_D8S2006.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_D8S2103,ok,data/jpg/2020/_D8S2103.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_D8S2103.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_D8S2199,ok,data/jpg/2020/_D8S2199.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_D8S2199.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_D8S2229,ok,data/jpg/2020/_D8S2229.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_D8S2229.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7622,ok,data/jpg/2020/_V9A7622.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7622.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7623,ok,data/jpg/2020/_V9A7623.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7623.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7698,ok,data/jpg/2020/_V9A7698.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7698.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7717,ok,data/jpg/2020/_V9A7717.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7717.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7720,ok,data/jpg/2020/_V9A7720.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7720.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7737,ok,data/jpg/2020/_V9A7737.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7737.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7738,ok,data/jpg/2020/_V9A7738.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7738.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7749,ok,data/jpg/2020/_V9A7749.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7749.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7753,ok,data/jpg/2020/_V9A7753.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7753.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7755,ok,data/jpg/2020/_V9A7755.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7755.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7761,ok,data/jpg/2020/_V9A7761.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7761.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7770,ok,data/jpg/2020/_V9A7770.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7770.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-12 泰顺,_V9A7778,ok,data/jpg/2020/_V9A7778.jpg,data/xmp/result-2020/raw/2020/2020-11-12 泰顺/_V9A7778.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7811,ok,data/jpg/2020/_V9A7811.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7811.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7841,ok,data/jpg/2020/_V9A7841.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7841.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7849,ok,data/jpg/2020/_V9A7849.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7849.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7862,ok,data/jpg/2020/_V9A7862.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7862.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7881,ok,data/jpg/2020/_V9A7881.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7881.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7906,ok,data/jpg/2020/_V9A7906.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7906.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-15 福州西湖,_V9A7916,ok,data/jpg/2020/_V9A7916.jpg,data/xmp/result-2020/raw/2020/2020-11-15 福州西湖/_V9A7916.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7944,ok,data/jpg/2020/_V9A7944.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7944.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7945,ok,data/jpg/2020/_V9A7945.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7945.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7956,ok,data/jpg/2020/_V9A7956.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7956.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7959,ok,data/jpg/2020/_V9A7959.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7959.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7969,ok,data/jpg/2020/_V9A7969.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7969.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7970,ok,data/jpg/2020/_V9A7970.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7970.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-16 福州西湖,_V9A7978,ok,data/jpg/2020/_V9A7978.jpg,data/xmp/result-2020/raw/2020/2020-11-16 福州西湖/_V9A7978.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-17 福道,_V9A7990,ok,data/jpg/2020/_V9A7990.jpg,data/xmp/result-2020/raw/2020/2020-11-17 福道/_V9A7990.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-17 福道,_V9A7995,ok,data/jpg/2020/_V9A7995.jpg,data/xmp/result-2020/raw/2020/2020-11-17 福道/_V9A7995.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-17 福道,_V9A8000,ok,data/jpg/2020/_V9A8000.jpg,data/xmp/result-2020/raw/2020/2020-11-17 福道/_V9A8000.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-17 福道,_V9A8047,ok,data/jpg/2020/_V9A8047.jpg,data/xmp/result-2020/raw/2020/2020-11-17 福道/_V9A8047.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8129,ok,data/jpg/2020/_V9A8129.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8129.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8130,ok,data/jpg/2020/_V9A8130.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8130.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8131,ok,data/jpg/2020/_V9A8131.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8131.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8134,ok,data/jpg/2020/_V9A8134.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8134.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8139,ok,data/jpg/2020/_V9A8139.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8139.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8144,ok,data/jpg/2020/_V9A8144.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8144.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8147,ok,data/jpg/2020/_V9A8147.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8147.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-18 福州三坊七巷,_V9A8149,ok,data/jpg/2020/_V9A8149.jpg,data/xmp/result-2020/raw/2020/2020-11-18 福州三坊七巷/_V9A8149.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 霞浦 东壁,_V9A8176,ok,data/jpg/2020/_V9A8176.jpg,data/xmp/result-2020/raw/2020/2020-11-19 霞浦 东壁/_V9A8176.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 霞浦 东壁,_V9A8181,ok,data/jpg/2020/_V9A8181.jpg,data/xmp/result-2020/raw/2020/2020-11-19 霞浦 东壁/_V9A8181.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 霞浦 东壁,_V9A8182,ok,data/jpg/2020/_V9A8182.jpg,data/xmp/result-2020/raw/2020/2020-11-19 霞浦 东壁/_V9A8182.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 霞浦 东壁,_V9A8207,ok,data/jpg/2020/_V9A8207.jpg,data/xmp/result-2020/raw/2020/2020-11-19 霞浦 东壁/_V9A8207.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 鼓山,_V9A8162,ok,data/jpg/2020/_V9A8162.jpg,data/xmp/result-2020/raw/2020/2020-11-19 鼓山/_V9A8162.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-11-19 鼓山,_V9A8165,ok,data/jpg/2020/_V9A8165.jpg,data/xmp/result-2020/raw/2020/2020-11-19 鼓山/_V9A8165.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C0024,ok,data/jpg/2020/_D5C0024.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C0024.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C8790,ok,data/jpg/2020/_D5C8790.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C8790.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C8845,ok,data/jpg/2020/_D5C8845.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C8845.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C8859,ok,data/jpg/2020/_D5C8859.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C8859.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C8934,ok,data/jpg/2020/_D5C8934.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C8934.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C8942,ok,data/jpg/2020/_D5C8942.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C8942.xmp
True,no keywords + missing JPEG in CSV,2020,2020,2020-12-04 太阳鸟,_D5C9279,ok,data/jpg/2020/_D5C9279.jpg,data/xmp/result-2020/raw/2020/2020-12-04 太阳鸟/_D5C9279.xmp
