issue,year,half_year,trip,stem,category,species,expected_folder,detail,xmp_path
duplicate frame (duplicate),2025,2025.3,2025-07-07 Eggum Midnight Sun,_D5C0615,(none),,2025.3,also in: 2025/2025.3/2025-07-07 Thon Hotel Lofoten,data/xmp/result-2025/raw/2025.3/2025-07-07 Eggum Midnight Sun/_D5C0615.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0467,(none),,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0467.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0468,bird,wren,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0468.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0469,bird,wren,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0469.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0510,bird,song thrush,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0510.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0562,(none),,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0562.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0600,bird,eurasian curlew,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0600.xmp
duplicate frame (duplicate),2025,2025.3,2025-07-07 Thon Hotel Lofoten,_D5C0615,(none),,2025.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun,data/xmp/result-2025/raw/2025.3/2025-07-07 Thon Hotel Lofoten/_D5C0615.xmp
duplicate frame (mixed),2018,2018.3,2018-03-31 南汇嘴,_D5C0232,bird,red-throated loon,2018.3,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2018/raw/2018.3/2018-03-31 南汇嘴/_D5C0232.xmp
duplicate frame (mixed),2018,2018.3,2018-03-31 南汇嘴,_D5C0507,bird,white-throated thrush,2018.3,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun | 2025/2025.3/2025-07-07 Thon Hotel Lofoten,data/xmp/result-2018/raw/2018.3/2018-03-31 南汇嘴/_D5C0507.xmp
duplicate frame (mixed),2018,2018.5,2018-10-13 南汇嘴,_D5C7485,bird,redstart,2018.5,also in: 2025/2025.2/2025-07-05 Lofoten | 2025/2025.2/2025-07-05 Lofoten Self-Driving,data/xmp/result-2018/raw/2018.5/2018-10-13 南汇嘴/_D5C7485.xmp
duplicate frame (mixed),2018,2018.5,2018-10-13 南汇嘴,_D5C7537,bird,red-flanked bluetail,2018.5,also in: 2025/2025.1/2025-04-30.2 Safari Safari (belore leaving) | 2025/2025.2/2025-07-05 Lofoten | 2025/2025.2/2025-07-05 Lofoten Self-Driving,data/xmp/result-2018/raw/2018.5/2018-10-13 南汇嘴/_D5C7537.xmp
duplicate frame (mixed),2018,2018.5,2018-10-13 南汇嘴,_D5D5822,bird,red-throated robin,2018.5,also in: 2021/2021.7/2021-12-19 青西郊外公园 | 2021/2021.7/2021-12-19 青西郊野公园,data/xmp/result-2018/raw/2018.5/2018-10-13 南汇嘴/_D5D5822.xmp
duplicate frame (mixed),2018,2018.6,2018-11 Yunnan,_DSC7019,bird,greylag goose,2018.6,also in: 2019/2019.14/2019-11-23 Florance | 2019/2019.15/2019-11-26 Rome,data/xmp/result-2018/raw/2018.6/2018-11 Yunnan/_DSC7019.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8173,bird,scaly-breasted munia,2018.7,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8173.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8176,bird,scaly-breasted munia,2018.7,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8176.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8206,bird,yellow-throated bunting,2018.7,also in: 2021/2021.5/2021-10-08 山公园景区后 | 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8206.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8269,bird,brown seedeater,2018.7,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8269.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8467,bird,scaly-breasted munia,2018.7,also in: 2021/2021.5/2021-10-08 山公园景区后 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8467.xmp
duplicate frame (mixed),2018,2018.7,2018-12-16 逸城湿地,_D5C8716,bird,common moorhen,2018.7,also in: 2019/2019.5/2019-02-08 盈江2、7、8、10、5号塘 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2018/raw/2018.7/2018-12-16 逸城湿地/_D5C8716.xmp
duplicate frame (mixed),2018,2018.7,2018-12-18 逸城湿地,_D5C9014,bird,little grebe,2018.7,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise | 2025/2025.4/2025-09-29 Laura's Home (Chicago),data/xmp/result-2018/raw/2018.7/2018-12-18 逸城湿地/_D5C9014.xmp
duplicate frame (mixed),2018,2018.7,2018-12-18 逸城湿地,_D5C9146,bird,tree pipit,2018.7,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2018/raw/2018.7/2018-12-18 逸城湿地/_D5C9146.xmp
duplicate frame (mixed),2019,2019.1,2019-02-02 山公园77号塘（马鹿塘）,_D5C3166,bird,olive-backed sunbird,2019.1,also in: 2025/2025.1/2025-04-26 Cresta Mowana | 2025/2025.1/2025-04-26 Cresta Mowana Safari | 2025/2025.3/2025-07-14.1 St. Johnsfjorden,data/xmp/result-2019/raw/2019.1/2019-02-02 山公园77号塘（马鹿塘）/_D5C3166.xmp
duplicate frame (mixed),2019,2019.14,2019-11-23 Florance,_DSC7019,scenery,,2019.14,also in: 2018/2018.6/2018-11 Yunnan | 2019/2019.15/2019-11-26 Rome,data/xmp/result-2019/raw/2019.14/2019-11-23 Florance/_DSC7019.xmp
duplicate frame (mixed),2019,2019.15,2019-11-26 Rome,_DSC7019,scenery,,2019.15,also in: 2018/2018.6/2018-11 Yunnan | 2019/2019.14/2019-11-23 Florance,data/xmp/result-2019/raw/2019.15/2019-11-26 Rome/_DSC7019.xmp
duplicate frame (mixed),2019,2019.2,2019-02-03 山公园4号塘,_D5C3683,bird,blue-throated barbet,2019.2,also in: 2019/2019.6/2019-02-12 那邦&腾冲 | 2019/2019.7/2019-03-04 逸城,data/xmp/result-2019/raw/2019.2/2019-02-03 山公园4号塘/_D5C3683.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C8716,bird,red junglefowl,2019.5,also in: 2018/2018.7/2018-12-16 逸城湿地 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C8716.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C8721,bird,red junglefowl,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C8721.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C8833,bird,brown-headed thrush,2019.5,also in: 2021/2021.5/2021-10-09 东凌海边 | 2025/2025.1/2025-05-02 Sandwich Bay | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C8833.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C8993,bird,white-crested laughingthrush,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C8993.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C9226,bird,yellow-vented bulbul,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C9226.xmp
duplicate frame (mixed),2019,2019.5,2019-02-08 盈江2、7、8、10、5号塘,20190208-_D5C9462,bird,grey treepie,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-08 盈江2、7、8、10、5号塘/20190208-_D5C9462.xmp
duplicate frame (mixed),2019,2019.5,2019-02-09 盈江8、9号塘,20190209-_D5C9522,bird,golden-tailed woodpecker,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-09 盈江8、9号塘/20190209-_D5C9522.xmp
duplicate frame (mixed),2019,2019.5,2019-02-09 盈江8、9号塘,20190209-_D5C9877,bird,himalayan monal,2019.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.5/2019-02-09 盈江8、9号塘/20190209-_D5C9877.xmp
duplicate frame (mixed),2019,2019.6,2019-02-12 那邦&腾冲,20190212-_D5C3683,bird,white-tailed kite,2019.6,also in: 2019/2019.2/2019-02-03 山公园4号塘 | 2019/2019.7/2019-03-04 逸城,data/xmp/result-2019/raw/2019.6/2019-02-12 那邦&腾冲/20190212-_D5C3683.xmp
duplicate frame (mixed),2019,2019.7,2019-03-04 逸城,20190304-_D5C3683,bird,scaly-breasted munia,2019.7,also in: 2019/2019.2/2019-02-03 山公园4号塘 | 2019/2019.6/2019-02-12 那邦&腾冲,data/xmp/result-2019/raw/2019.7/2019-03-04 逸城/20190304-_D5C3683.xmp
duplicate frame (mixed),2019,2019.8,2019-08-27 Greenwich & St Paul Church,20190827-_D5C8236,bird,european robin,2019.8,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2019/raw/2019.8/2019-08-27 Greenwich & St Paul Church/20190827-_D5C8236.xmp
duplicate frame (mixed),2019,2019.8,2019-08-27 Greenwich & St Paul Church,20190827-_D5C8277-2,bird,common gull,2019.8,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2019/raw/2019.8/2019-08-27 Greenwich & St Paul Church/20190827-_D5C8277-2.xmp
duplicate frame (mixed),2019,2019.8,2019-08-27 Greenwich & St Paul Church,20190827-_D5C8317,bird,great black-backed gull,2019.8,also in: 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2019/raw/2019.8/2019-08-27 Greenwich & St Paul Church/20190827-_D5C8317.xmp
duplicate frame (mixed),2019,2019.8,2019-08-28 Jakarta Hotel Amsterdam,20190828-_D5C9299,bird,great crested grebe,2019.8,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.8/2019-08-28 Jakarta Hotel Amsterdam/20190828-_D5C9299.xmp
duplicate frame (mixed),2019,2019.8,2019-08-29 Amsterdam Zoo,20190829-_D5C9989,bird,great black-backed gull,2019.8,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.8/2019-08-29 Amsterdam Zoo/20190829-_D5C9989.xmp
duplicate frame (mixed),2019,2019.8,2019-08-30 Amsterdam,20190831-_D5C0552,bird,mute swan,2019.8,also in: 2025/2025.3/2025-07-07 Eggum Midnight Sun | 2025/2025.3/2025-07-07 Thon Hotel Lofoten,data/xmp/result-2019/raw/2019.8/2019-08-30 Amsterdam/20190831-_D5C0552.xmp
duplicate frame (mixed),2019,2019.8,2019-08-30 Amsterdam,20190831-_D5C0614,bird,yellow-legged gull,2019.8,also in: 2021/2021.6/2021-10-23 南汇嘴 | 2025/2025.3/2025-07-07 Eggum Midnight Sun | 2025/2025.3/2025-07-07 Thon Hotel Lofoten,data/xmp/result-2019/raw/2019.8/2019-08-30 Amsterdam/20190831-_D5C0614.xmp
duplicate frame (mixed),2019,2019.9,2019-08-31 Vondelpark Amsterdam,20190831-_D5C0330,bird,red-necked grebe chick,2019.9,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2019/raw/2019.9/2019-08-31 Vondelpark Amsterdam/20190831-_D5C0330.xmp
duplicate frame (mixed),2021,2021.1,2021-01-14 南汇嘴,_D5C0347,bird,tufted duck,2021.1,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.1/2021-01-14 南汇嘴/_D5C0347.xmp
duplicate frame (mixed),2021,2021.1,2021-01-14 南汇嘴,_D5C0424,bird,tufted duck,2021.1,also in: 2021/2021.6/2021-10-23 南汇嘴 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.1/2021-01-14 南汇嘴/_D5C0424.xmp
duplicate frame (mixed),2021,2021.1,2021-01-14 南汇嘴,_D5C9915,bird,long-tailed duck,2021.1,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.1/2021-01-14 南汇嘴/_D5C9915.xmp
duplicate frame (mixed),2021,2021.1,2021-02-07 Cozy City,_D5D5421,bird,yellow-browed warbler,2021.1,also in: 2021/2021.1/2021-02-07 逸城 | 2023/2023.1/2023-10-04.4 Birds in Taylor Creek Tallac Point,data/xmp/result-2021/raw/2021.1/2021-02-07 Cozy City/_D5D5421.xmp
duplicate frame (mixed),2021,2021.1,2021-02-07 Cozy City,_D5D5698,bird,scaly-breasted munia,2021.1,also in: 2021/2021.1/2021-02-07 逸城 | 2024/2024.5/2024-08-15 Vencouver,data/xmp/result-2021/raw/2021.1/2021-02-07 Cozy City/_D5D5698.xmp
duplicate frame (mixed),2021,2021.1,2021-02-07 逸城,_D5D5421,bird,yellow-browed warbler,2021.1,also in: 2021/2021.1/2021-02-07 Cozy City | 2023/2023.1/2023-10-04.4 Birds in Taylor Creek Tallac Point,data/xmp/result-2021/raw/2021.1/2021-02-07 逸城/_D5D5421.xmp
duplicate frame (mixed),2021,2021.1,2021-02-07 逸城,_D5D5698,bird,scaly-breasted munia,2021.1,also in: 2021/2021.1/2021-02-07 Cozy City | 2024/2024.5/2024-08-15 Vencouver,data/xmp/result-2021/raw/2021.1/2021-02-07 逸城/_D5D5698.xmp
duplicate frame (mixed),2021,2021.3,2021-04-29 南汇嘴,_D5D3381,bird,wood sandpiper,2021.3,also in: 2021/2021.3/2021-04-29 大云 | 2024/2024.3/2024-04-26 Tamar Wetland,data/xmp/result-2021/raw/2021.3/2021-04-29 南汇嘴/_D5D3381.xmp
duplicate frame (mixed),2021,2021.3,2021-04-29 大云,_D5D3381,bird,wood sandpiper,2021.3,also in: 2021/2021.3/2021-04-29 南汇嘴 | 2024/2024.3/2024-04-26 Tamar Wetland,data/xmp/result-2021/raw/2021.3/2021-04-29 大云/_D5D3381.xmp
duplicate frame (mixed),2021,2021.4,2021-09-24 奉贤海湾,_D5D5796,bird,yellow-legged gull,2021.4,also in: 2021/2021.7/2021-12-19 青西郊外公园 | 2021/2021.7/2021-12-19 青西郊野公园 | 2024/2024.5/2024-08-18 Juneau,data/xmp/result-2021/raw/2021.4/2021-09-24 奉贤海湾/_D5D5796.xmp
duplicate frame (mixed),2021,2021.5,2021-10-08 山公园景区后,_D5C7420,bird,dunlin,2021.5,also in: 2025/2025.2/2025-07-05 Lofoten | 2025/2025.2/2025-07-05 Lofoten Self-Driving,data/xmp/result-2021/raw/2021.5/2021-10-08 山公园景区后/_D5C7420.xmp
duplicate frame (mixed),2021,2021.5,2021-10-08 山公园景区后,_D5C8206,bird,greater sand plover,2021.5,also in: 2018/2018.7/2018-12-16 逸城湿地 | 2025/2025.2/2025-07-06.1 Gimsøy Midnight Sun | 2025/2025.2/2025-07-06.1 Lofoten,data/xmp/result-2021/raw/2021.5/2021-10-08 山公园景区后/_D5C8206.xmp
duplicate frame (mixed),2021,2021.5,2021-10-08 山公园景区后,_D5C8459-2,bird,common redshank,2021.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-08 山公园景区后/_D5C8459-2.xmp
duplicate frame (mixed),2021,2021.5,2021-10-08 山公园景区后,_D5C8467,bird,eastern imperial eagle,2021.5,also in: 2018/2018.7/2018-12-16 逸城湿地 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-08 山公园景区后/_D5C8467.xmp
duplicate frame (mixed),2021,2021.5,2021-10-09 东凌海边,_D5C8545,bird,eurasian curlew,2021.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-09 东凌海边/_D5C8545.xmp
duplicate frame (mixed),2021,2021.5,2021-10-09 东凌海边,_D5C8655,bird,curlew sandpiper,2021.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-09 东凌海边/_D5C8655.xmp
duplicate frame (mixed),2021,2021.5,2021-10-09 东凌海边,_D5C8833,bird,kentish plover,2021.5,also in: 2019/2019.5/2019-02-08 盈江2、7、8、10、5号塘 | 2025/2025.1/2025-05-02 Sandwich Bay | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-09 东凌海边/_D5C8833.xmp
duplicate frame (mixed),2021,2021.5,2021-10-09 东凌海边,_D5C8841,bird,wilson's plover,2021.5,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.5/2021-10-09 东凌海边/_D5C8841.xmp
duplicate frame (mixed),2021,2021.6,2021-10-17 东大公路和小树林,_D5C9142,bird,curlew sandpipers and other waders in shallow water,2021.6,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.6/2021-10-17 东大公路和小树林/_D5C9142.xmp
duplicate frame (mixed),2021,2021.6,2021-10-23 南汇嘴,_D5C0324,bird,curlew sandpiper,2021.6,also in: 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.6/2021-10-23 南汇嘴/_D5C0324.xmp
duplicate frame (mixed),2021,2021.6,2021-10-23 南汇嘴,_D5C0424,bird,curlew sandpiper,2021.6,also in: 2021/2021.1/2021-01-14 南汇嘴 | 2025/2025.2/2025-07-06.1 Lofoten | 2025/2025.3/2025-07-06.2 Trollfjord Cruise,data/xmp/result-2021/raw/2021.6/2021-10-23 南汇嘴/_D5C0424.xmp
duplicate frame (mixed),2021,2021.6,2021-10-23 南汇嘴,_D5C0614,bird,dunlin,2021.6,also in: 2019/2019.8/2019-08-30 Amsterdam | 2025/2025.3/2025-07-07 Eggum Midnight Sun | 2025/2025.3/2025-07-07 Thon Hotel Lofoten,data/xmp/result-2021/raw/2021.6/2021-10-23 南汇嘴/_D5C0614.xmp
duplicate frame (mixed),2021,2021.7,2021-12-19 青西郊外公园,_D5D5796,bird,mallard,2021.7,also in: 2021/2021.4/2021-09-24 奉贤海湾 | 2021/2021.7/2021-12-19 青西郊野公园 | 2024/2024.5/2024-08-18 Juneau,data/xmp/result-2021/raw/2021.7/2021-12-19 青西郊外公园/_D5D5796.xmp
duplicate frame (mixed),2021,2021.7,2021-12-19 青西郊外公园,_D5D5822,bird,gadwall,2021.7,also in: 2018/2018.5/2018-10-13 南汇嘴 | 2021/2021.7/2021-12-19 青西郊野公园,data/xmp/result-2021/raw/2021.7/2021-12-19 青西郊外公园/_D5D5822.xmp
duplicate frame (mixed),2021,2021.7,2021-12-19 青西郊野公园,_D5D5796,bird,mallard,2021.7,also in: 2021/2021.4/2021-09-24 奉贤海湾 | 2021/2021.7/2021-12-19 青西郊外公园 | 2024/2024.5/2024-08-18 Juneau,data/xmp/result-2021/raw/2021.7/2021-12-19 青西郊野公园/_D5D5796.xmp
duplicate frame (mixed),2021,2021.7,2021-12-19 青西郊野公园,_D5D5822,bird,gadwall,2021.7,also in: 2018/2018.5/2018-10-13 南汇嘴 | 2021/2021.7/2021-12-19 青西郊外公园,data/xmp/result-2021/raw/2021.7/2021-12-19 青西郊野公园/_D5D5822.xmp
duplicate frame (mixed),2023,2023.1,2023-03-13 瓯飞集团,_D5D7315,(none),,2023.1,also in: 2024/2024.4/2024-04-30 Lamington National Park | 2024/2024.4/2024-05-01 Gold Coast,data/xmp/result-2023/raw/2023.1/2023-03-13 瓯飞集团/_D5D7315.xmp
duplicate frame (mixed),2023,2023.1,2023-08-31 Yuki,_Z9C1285,animal,siberian husky,2023.1,also in: 2025/2025.1/2025-04-26 Cresta Mowana | 2025/2025.1/2025-04-26 Cresta Mowana Safari,data/xmp/result-2023/raw/2023.1/2023-08-31 Yuki/_Z9C1285.xmp
duplicate frame (mixed),2023,2023.1,2023-10-04.4 Birds in Taylor Creek Tallac Point,_D5D5421,bird,common raven,2023.1,also in: 2021/2021.1/2021-02-07 Cozy City | 2021/2021.1/2021-02-07 逸城,data/xmp/result-2023/raw/2023.1/2023-10-04.4 Birds in Taylor Creek Tallac Point/_D5D5421.xmp
duplicate frame (mixed),2024,2024.1,2024-01-07 拉市海,_D5D3141,scenery,,2024.1,also in: 2024/2024.5/2024-09-29 Grand Teton | 2024/2024.5/2024-09-30 Yellowstone West,data/xmp/result-2024/raw/2024.1/2024-01-07 拉市海/_D5D3141.xmp
duplicate frame (mixed),2024,2024.1,2024-01-07 拉市海,_Z9C9000,scenery,,2024.1,also in: 2024/2024.4/2024-05-14 Museum of New Zealand | 2025/2025.2/2025-06-20 Granada | 2025/2025.2/2025-06-20.4 Granada,data/xmp/result-2024/raw/2024.1/2024-01-07 拉市海/_Z9C9000.xmp
duplicate frame (mixed),2024,2024.3,2024-04-26 Tamar Wetland,_D5D3381,bird,gadwall,2024.3,also in: 2021/2021.3/2021-04-29 南汇嘴 | 2021/2021.3/2021-04-29 大云,data/xmp/result-2024/raw/2024.3/2024-04-26 Tamar Wetland/_D5D3381.xmp
duplicate frame (mixed),2024,2024.4,2024-04-30 Lamington National Park,_D5D7315,bird,pied currawong,2024.4,also in: 2023/2023.1/2023-03-13 瓯飞集团 | 2024/2024.4/2024-05-01 Gold Coast,data/xmp/result-2024/raw/2024.4/2024-04-30 Lamington National Park/_D5D7315.xmp
duplicate frame (mixed),2024,2024.4,2024-05-01 Gold Coast,_D5D7315,bird,pied currawong,2024.4,also in: 2023/2023.1/2023-03-13 瓯飞集团 | 2024/2024.4/2024-04-30 Lamington National Park,data/xmp/result-2024/raw/2024.4/2024-05-01 Gold Coast/2024-04-19 Melboune Birds/_D5D7315.xmp
duplicate frame (mixed),2024,2024.4,2024-05-14 Museum of New Zealand,_Z9C9000,(none),,2024.4,also in: 2024/2024.1/2024-01-07 拉市海 | 2025/2025.2/2025-06-20 Granada | 2025/2025.2/2025-06-20.4 Granada,data/xmp/result-2024/raw/2024.4/2024-05-14 Museum of New Zealand/_Z9C9000.xmp
duplicate frame (mixed),2024,2024.5,2024-08-15 Vencouver,_D5D5698,bird,great skua,2024.5,also in: 2021/2021.1/2021-02-07 Cozy City | 2021/2021.1/2021-02-07 逸城,data/xmp/result-2024/raw/2024.5/2024-08-15 Vencouver/_D5D5698.xmp
duplicate frame (mixed),2024,2024.5,2024-08-18 Juneau,_D5D5796,bird,common gull,2024.5,also in: 2021/2021.4/2021-09-24 奉贤海湾 | 2021/2021.7/2021-12-19 青西郊外公园 | 2021/2021.7/2021-12-19 青西郊野公园,data/xmp/result-2024/raw/2024.5/2024-08-18 Juneau/_D5D5796.xmp
duplicate frame (mixed),2024,2024.5,2024-09-29 Grand Teton,_D5D3141,(none),,2024.5,also in: 2024/2024.1/2024-01-07 拉市海 | 2024/2024.5/2024-09-30 Yellowstone West,data/xmp/result-2024/raw/2024.5/2024-09-29 Grand Teton/_D5D3141.xmp
duplicate frame (mixed),2024,2024.5,2024-09-30 Yellowstone West,_D5D3141-2,bird,white-crowned sparrow,2024.5,also in: 2024/2024.1/2024-01-07 拉市海 | 2024/2024.5/2024-09-29 Grand Teton,data/xmp/result-2024/raw/2024.5/2024-09-30 Yellowstone West/_D5D3141-2.xmp
duplicate frame (mixed),2025,2025.1,2025-04-26 Cresta Mowana,_D5C3166,bird,brown thrasher,2025.1,also in: 2019/2019.1/2019-02-02 山公园77号塘（马鹿塘） | 2025/2025.1/2025-04-26 Cresta Mowana Safari | 2025/2025.3/2025-07-14.1 St. Johnsfjorden,data/xmp/result-2025/raw/2025.1/2025-04-26 Cresta Mowana/_D5C3166.xmp
duplicate frame (mixed),2025,2025.1,2025-04-26 Cresta Mowana,_Z9C1285,animal,chacma baboon,2025.1,also in: 2023/2023.1/2023-08-31 Yuki | 2025/2025.1/2025-04-26 Cresta Mowana Safari,data/xmp/result-2025/raw/2025.1/2025-04-26 Cresta Mowana/_Z9C1285.xmp
